,session,participant,TrialNumber,topOri,topColor,redOpacity,ran,order,keyDur,keyRT,keyName
0,2,02,1,135,red,0.5,1.0,0.0,"[0.6773362999956589, 2.182066599983955, 1.6794423000246752, 1.2172863000014331, 1.7675257000082638, 1.1031737999874167, 0.6944282999902498, 1.5092806999746244, 1.31877870002063, 2.681652400002349, 0.8433707999938633, 1.8799875999975484, 1.0124217999982648, 1.2576647999812849, 1.2331854000221938, 2.780898500001058, 0.9529144999978598, 1.6603791999805253, 0.7566308999957982, 1.5582217999908607, 0.6614420999831054, 2.588045999989845, 4.162970400007907, 1.3068921999947634, 1.1074614000099245, 1.5251770000031684, 0.5101645999820903, 1.7486945999844465, 1.9912201999977697, 2.275732899986906, 1.5852288999885786, 1.0279758999822661, 0.7952067000151146, 1.5089950000110548, 0.9062402000126895, 1.2880212999880314, 0.659671100002015, 1.4197886000038125, 1.552397799998289, 2.0058401999995112, 0.9558527999906801, 1.718358599988278, 0.9043280000041705, 3.4533030000166036, 1.4488230000133626, 1.304881000018213, 1.591106400010176, 1.1808098000183236, 0.7561027000192553, 1.5098806000023615, 0.5474560000002384, 1.316373300011037, 1.2209766999876592, 1.3210665000078734, 1.0932640999963041, 1.906390599993756, 1.2455635000078473, 1.8109613999840803, 0.7842306999955326, 1.773715400020592, 0.8849360999884084, 2.3221803000196815, 1.249233100010315, 1.4349927000002936, 1.038631199975498, 0.8023629999952391, 1.1411294999998063, 1.1656277000147384, 1.3436458999931347, 1.7420587000087835, 1.0215957000036724]","[0.8720182999968529, 1.5293820000078995, 3.6941980999836233, 5.335956499999156, 6.5431792000017595, 8.25916519999737, 9.344621900003403, 10.003877100010868, 11.493225599988364, 12.775028300005943, 15.438397299993085, 16.250150200008648, 18.125304199988022, 19.103378900006646, 20.337712499982445, 21.545053599984385, 24.300946700008353, 25.222175300004892, 26.854632100003073, 27.59354460000759, 29.13303540000925, 29.770134299993515, 32.33523430000059, 36.46923630000674, 37.766651399986586, 38.84314909999375, 40.36177600000519, 40.8898276000109, 42.61554649999016, 44.563051700009964, 46.83402000000933, 48.396916900004726, 49.405587699991884, 50.157482399983564, 51.65427609998733, 52.575963100010995, 53.82586599999922, 54.44378390000202, 55.85395329998573, 57.36512100000982, 59.348222200002056, 60.27653430000646, 61.99693069999921, 62.880487099988386, 66.32942609998281, 67.7483619999839, 69.03452809998998, 70.60308579998673, 71.76501139998436, 72.50886659999378, 74.02463269999134, 74.55311429998255, 75.85147210001014, 77.05072030000156, 78.36765659999219, 79.44273159999284, 81.34004119999008, 82.56683900000644, 84.3800254999951, 85.15286219998961, 86.89821340001072, 87.75880849998794, 90.06819669998367, 91.27313580000191, 92.6889305000077, 93.70115519998944, 94.47406420001062, 95.58037819998572, 96.71920940000564, 98.02431109998724, 99.75938609999139]","['right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right']"
1,2,02,2,135,red,0.5,1.0,1.0,"[0.801720599993132, 1.314716499997303, 0.6467436000239104, 1.1222834999789484, 0.5129198999784421, 1.190049500000896, 0.470027300005313, 2.00949270001729, 0.9466304999950808, 1.0032193000079133, 1.039951699989615, 1.262132899981225, 0.8476813999877777, 1.062647199985804, 1.0176063000108115, 1.4874236999894492, 0.6185846000153106, 2.882174099999247, 1.1393776999902911, 1.493741999991471, 1.1641414999903645, 1.6151048000028823, 1.0949522999871988, 1.3705680999846663, 0.9443538000050467, 1.0335982000106014, 0.7307366000022739, 1.401478199986741, 1.0742852999828756, 2.220981300022686, 1.1972585000039544, 1.837875700002769, 1.33746870001778, 1.198240400000941, 1.5067523999896366, 1.1804867000028025, 1.3854830000200309, 1.7860605999885593, 7.080045800015796, 1.1721759000211023, 0.7719918999937363, 3.746095599984983, 1.8145835000032093, 3.0008258000016212, 1.6346268999914173, 1.8204146000207402, 1.164549299981445, 1.2381700999976601, 0.9010703999956604, 1.7613179000036325, 1.3170888000167906, 1.7640820000087842, 0.7169401000137441, 1.018502199993236, 1.3809539999929257, 5.0740709000092465, 1.4528932999819517, 2.050410199997714, 0.7700102999806404, 1.5252078000048641, 1.5626635999942664, 1.349760899989633, 1.92059789999621, 1.7649769999843556, 0.7180301999906078, 3.570044699998107, 0.48229060001904145]","[0.6186688999878243, 1.411592999997083, 2.7087172999745235, 3.332389699993655, 4.4293391999963205, 4.917559999972582, 6.0719274999864865, 6.519161399977747, 8.496232899982715, 9.394688499975018, 10.385400300001493, 11.387223199999426, 12.636721699993359, 13.446129999996629, 14.489709399989806, 15.467530599999009, 16.935876699979417, 17.560121099988464, 20.435576299991226, 21.562020299985306, 23.047643099998822, 24.177987599978223, 25.771212799998466, 26.831357099988963, 28.194072199985385, 29.1166050999891, 30.13773119999678, 30.833582199993543, 32.22130269999616, 33.247180299978936, 35.441653599991696, 36.59981259997585, 38.42505559997517, 39.72261129997787, 40.8954905999999, 42.35216099998797, 43.522738499974366, 44.8735783000011, 46.62938839997514, 53.688635499973316, 54.85617939999793, 55.59650529999635, 59.33560619998025, 61.11522399997921, 64.08418479998363, 65.68544069997733, 67.48857950000092, 68.59874449999188, 69.82310729997698, 70.69985659999656, 72.42544919997454, 73.70826749998378, 75.4528015999822, 76.15554269999848, 77.14880319999065, 78.50283679997665, 83.57377119999728, 85.0208830999909, 87.06443389999913, 87.80127989998437, 89.30801759997848, 90.84884479999891, 92.18826709999121, 94.07481419999385, 95.84737699999823, 96.5469600999786, 100.13387919997331]","['right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right']"
2,2,02,3,45,red,0.5,1.0,2.0,"[1.0735550000099465, 5.259125200012932, 1.0930765000230167, 6.784881999978097, 0.873524599999655, 6.728018900001189, 1.4948554000002332, 5.0816235000093, 0.7577123000228312, 3.9135609999939334, 1.2025640000065323, 4.448435800004518, 0.7228188999870326, 4.185490700008813, 1.8824838000000454, 5.826137600000948, 1.5636908000160474, 4.804592000000412, 0.7280950999993365, 3.1977725000178907, 0.8928413999965414, 3.4367569999885745, 2.492543400003342, 4.9241237999813166, 1.0648709000088274, 4.842997700005071, 1.881157499999972, 6.583314099989366, 0.9984807000146247, 5.783434100012528, 1.7005359999893699, 5.8707104999921285, 1.13511559998733, 5.288229199999478, 2.106835000013234, 6.594250900001498, 1.1820537000021432, 4.911989200016251, 1.2728983999986667, 4.466461799980607, 0.8270305000187363, 4.637841599993408, 0.6776498999970499, 4.607757899997523, 1.5476424999942537, 5.184363899985328, 0.818381799996132, 4.39415970002301, 1.7723700999922585, 4.275173800007906, 1.9282450000173412, 5.85465390002355, 0.6780897999997251, 4.931115300016245, 1.4583764999988489, 5.028154700004961, 0.9206110000086483, 0.05155569998896681, 4.7174152999941725, 0.8612869000062346, 4.025441100005992, 1.2811570999911055, 6.1922949999861885]","[2.733053900010418, 0.6722302999987733, 5.908596499997657, 3.7655740000191145, 10.508335100021213, 6.96995280002011, 13.667949800001225, 11.356124200014165, 16.417666499997722, 15.142687300016405, 19.03472260001581, 17.16595480000251, 21.5881685000204, 20.213977700012038, 24.361204700020608, 22.291156699997373, 28.094419600005494, 26.21926730000996, 30.988925700017717, 29.638194800005294, 32.787337800022215, 31.70432260000962, 35.108592500007944, 33.66228800002136, 38.56280980000156, 37.58866120001767, 42.41195120001794, 39.61562540000887, 46.17054210000788, 44.243185500003165, 50.004088700021384, 47.173205900005996, 53.01396370001021, 51.67858680000063, 56.92780269999639, 54.13932550000027, 60.723069400002714, 59.02779490000103, 63.93161550001241, 61.908679900021525, 66.36590269999579, 65.18087290000403, 69.7974913000071, 67.18882950002444, 71.7769171000109, 70.45982360001653, 75.61062320001656, 73.30820369999856, 77.66159180001705, 76.41889450000599, 80.6359361000068, 79.4053860999993, 85.22808530001203, 82.55980160000036, 87.46561929999734, 85.90041920001386, 90.89772790001007, 92.58213950000936, 88.91274710002472, 93.60855120001361, 91.80877730000066, 95.79289830001653, 94.46173400001135]","['left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'left', 'right', 'left', 'right', 'left', 'right']"
3,2,02,4,45,red,0.5,1.0,3.0,"[1.7122978999977931, 0.7887990000017453, 1.4643372000136878, 0.8607619999966118, 1.5396891999989748, 0.6442708999966271, 1.1671357000013813, 0.918871300003957, 1.5123061999911442, 1.5403414999891538, 1.56828950002091, 0.8067740999977104, 1.957202799996594, 1.176049100002274, 3.194793500006199, 1.1607816999894567, 2.870044899987988, 1.0442442999919876, 1.0336994999961462, 0.6942018000117969, 1.2329596000199672, 0.8895270999928471, 0.34912970001460053, 1.0168884000158869, 1.4965650000085589, 0.6946653000195511, 1.9570355000032578, 1.087583699991228, 1.7897015000053216, 1.4746810999931768, 0.9113080000097398, 0.4775450000015553, 1.8165661999955773, 1.6383187999890652, 3.9846700000052806, 0.2333107000158634, 1.0716359999787528, 0.6799918999895453, 3.10119560000021, 1.5415333000128157, 1.0632533000025433, 1.0333347000123467, 1.158309599995846, 1.3608985999890137, 1.5635029999830294, 1.1435482999950182, 2.0591124999918975, 1.721836800017627, 1.9242575999815017, 1.6062877999793272, 1.8565983999869786, 1.3796635000035167, 4.370389599993359, 0.4151521000021603, 0.7894353999872692, 0.8201606000075117, 1.2500508000084665, 0.735911900002975, 1.2593411999987438, 1.2600175999978092, 0.934071000025142, 0.6726414000149816, 1.648200600000564, 1.7823557000083383, 1.4146934000018518, 0.6892937000084203, 2.3727914999763016, 0.4465135000064038, 1.3993042999936733, 0.8961688999843318, 1.449895199999446, 3.2985268000047654]","[0.6313711999973748, 2.3039157000021078, 3.0710627999796998, 4.56478149999748, 5.402098499995191, 6.9450659999856725, 7.564557599980617, 8.692567899997812, 9.591480700008105, 11.064605999999912, 12.582625399983954, 14.130990100005874, 14.918406999990111, 16.849248699989403, 18.00704699999187, 21.169530999992276, 22.320457299996633, 25.15981310000643, 26.200000399985583, 27.204533699987223, 27.904127099987818, 29.105896299995948, 30.02050839998992, 30.346240099985152, 31.34507539999322, 32.80644739998388, 33.47300830000313, 35.397022199991625, 36.45481169997947, 38.20688979999977, 39.65830469998764, 40.55600680000498, 41.05326650000643, 42.84388470000704, 44.45686449998175, 48.42245409998577, 48.65020440000808, 49.712329100002535, 50.37033259999589, 53.449457999988226, 54.94690929999342, 55.99626479999279, 57.00433850000263, 58.15088269999251, 59.48426820000168, 61.00682280000183, 62.12626759998966, 64.1328864999814, 65.84494989999803, 67.74616260000039, 69.34538189999876, 71.20956759998808, 72.579490300006, 76.90792669999064, 77.31125699999393, 78.06771589998971, 78.86594029999105, 80.06891869998071, 80.76483609998832, 81.98557620000793, 83.2108815999818, 84.1219816999801, 84.77098519998253, 86.36809229999199, 88.12163929999224, 89.50832609998179, 90.2059234000044, 92.54570859999512, 92.97886569998809, 94.35916829999769, 95.25984260000405, 96.67802219997975]","['right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left']"
