,session,participant,TrialNumber,topOri,topColor,redOpacity,ran,order,keyDur,keyRT,keyName
0,1,06,1,135,red,0.5,1.0,0.0,"[0.6339587999973446, 3.383725400082767, 1.4826680000405759, 0.6667703998973593, 1.5840180000523105, 2.280514399986714, 4.250330599956214, 1.4943912000162527, 0.5959755999501795, 3.3577843999955803, 0.783852499909699, 2.257306699990295, 3.1149804999586195, 0.7955470000160858, 0.10963179997634143, 2.790999799966812, 2.2148771000793204, 0.47419219999574125, 5.004167399951257, 0.8633615999715403, 0.5155001000966877, 1.2071120000910014, 3.3261244000168517, 1.8362523999530822, 1.2513360000448301, 2.4899299999233335, 1.2358459000242874, 2.1756989000132307, 1.0641516000032425, 0.6646737999981269, 0.8444201999809593, 3.182422999991104, 1.4742340999655426, 1.4598540000151843, 1.1434066999936476, 1.1607048999285325, 1.2717586999060586, 1.6957364999689162, 1.7157466999487951, 0.577334399917163, 0.128916300018318, 3.073872899985872, 1.52844740008004, 1.9348920000484213, 0.3997439999366179, 0.26920189999509603, 1.6534169000806287, 1.0249569000443444, 0.4311965999659151, 1.9868194999871776, 1.7096360999858007, 1.0331060000462458, 3.2287898999638855, 0.6755271999863908]","[1.2286048999521881, 1.929497699951753, 5.284553400008008, 6.953254000050947, 6.728347999975085, 8.420524999964982, 10.68982650001999, 14.871004299959168, 17.56606910005212, 16.353456999990158, 19.74684110004455, 20.93297470000107, 23.194478400051594, 27.090177400037646, 27.97648880002089, 26.292322000022978, 29.02323329995852, 32.49158479995094, 31.222332400036976, 36.12347230000887, 38.02826409996487, 39.78251339995768, 44.31612680002581, 47.41613100003451, 49.32959420001134, 50.569261600030586, 52.98753589997068, 54.269511400023475, 56.69685019995086, 60.50413010001648, 61.178699300042354, 62.029492900008336, 65.76522659999318, 67.36638539994601, 71.06430550001096, 72.33474800002296, 73.54987840005197, 74.88683870004024, 76.69037870003376, 78.74631960003171, 79.357916799956, 79.48251130001154, 82.55203959997743, 84.12200319999829, 86.28802860004362, 86.72775980003644, 86.9149273999501, 88.91388949996326, 90.15261280001141, 90.69534470001236, 92.8836143000517, 95.01602410001215, 96.50568509998266, 99.80124519998208]","['right', 'left', 'right', 'space', 'left', 'right', 'left', 'right', 'space', 'left', 'right', 'left', 'right', 'space', 'right', 'left', 'right', 'space', 'left', 'right', 'space', 'space', 'left', 'space', 'left', 'right', 'space', 'left', 'space', 'space', 'left', 'right', 'left', 'right', 'right', 'space', 'left', 'right', 'left', 'space', 'right', 'left', 'right', 'left', 'space', 'left', 'right', 'left', 'space', 'right', 'left', 'right', 'left', 'right']"
1,1,06,2,135,red,0.5,1.0,1.0,"[0.5251928999787197, 1.4317858000285923, 0.4542913999175653, 1.0042176999850199, 0.9757442999398336, 1.2446744999615476, 0.8610422000056133, 1.0214252000441775, 0.14522869989741594, 0.13099179998971522, 1.150649500079453, 0.40727660001721233, 5.59969619999174, 1.8310600999975577, 7.12265070003923, 2.167774499976076, 4.891573400003836, 0.7206021000165492, 6.166335599962622, 1.076674599898979, 9.212450599996373, 4.842496700002812, 0.34493969997856766, 13.78960940008983, 6.045777600025758, 0.6036982999648899, 9.56309249997139, 0.3694577000569552, 8.202646199963056, 13.037774299969897, 9.597117599914782, 13.02238340000622, 4.012048200005665, 1.80070230003912, 10.604840999934822, 5.350009699934162, 9.964308200054802, 1.0074077000608668, 9.078102700063027, 9.751185399945825, 9.044174599926919, 1.2689985000761226, 9.821526099927723, 0.7510375999845564, 10.623366400017403, 15.71723920002114, 11.067196300020441, 1.5227887000655755, 10.070869500050321, 12.453404799918644, 10.080114500015043, 13.928605400025845, 7.693851700052619, 9.729605400003493]","[1.0404881000285968, 2.0494086999678984, 3.9231335000367835, 5.04349579999689, 6.257983300019987, 7.350633900030516, 8.691122099990025, 10.063776999944821, 11.142787600052543, 12.028192700003274, 13.50181559997145, 14.703201700001955, 12.24554499995429, 17.971470699994825, 15.19727000000421, 22.338771100039594, 20.804999600048177, 25.771635600016452, 24.551903299987316, 30.75089350005146, 26.89917260000948, 34.815008500008844, 39.71428199997172, 28.72886649996508, 38.02651919994969, 44.09684270003345, 36.23326100001577, 46.0807978999801, 42.63101160002407, 40.14731899998151, 46.48702710005455, 45.10705170000438, 54.370404400047846, 58.27574519999325, 50.82378830004018, 58.465449600014836, 56.54832519998308, 66.6508213999914, 60.135099299950525, 61.585863600019366, 64.35557340004016, 74.05287959997077, 68.05109700001776, 78.95244769996498, 71.5707301000366, 69.25257769995369, 75.88670379994437, 87.48331819998566, 80.53748309996445, 79.6675385000417, 85.00924689997919, 82.28460559993982, 89.97434309998062, 90.67249989998527]","['right', 'left', 'right', 'space', 'right', 'left', 'right', 'left', 'left', 'right', 'left', 'space', 'right', 'left', 'right', 'left', 'right', 'space', 'right', 'space', 'left', 'left', 'space', 'right', 'left', 'space', 'right', 'space', 'left', 'right', 'left', 'right', 'left', 'left', 'right', 'left', 'right', 'space', 'right', 'left', 'right', 'space', 'right', 'space', 'right', 'left', 'right', 'space', 'right', 'left', 'right', 'left', 'right', 'left']"
2,1,06,3,45,red,0.5,1.0,2.0,"[1.244236099999398, 1.5375280999578536, 1.593353100004606, 1.1666644000215456, 1.2139251999324188, 0.18580029997974634, 1.4942531998967752, 0.9855427000438794, 2.5207079000538215, 1.4937455999897793, 0.7237346000038087, 1.0349304999690503, 0.4992951999884099, 0.9692500999663025, 1.2853294999804348, 1.5818345999578014, 2.182717700023204, 1.0354469999438152, 1.1520733000943437, 1.7575176999671385, 1.3723569000139832, 1.1171417000005022, 2.774139799992554, 1.831991400104016, 2.3457857000175864, 2.6941506000002846, 2.091267100069672, 0.6592706999508664, 1.91316769993864, 1.843923799926415, 1.3639971000375226, 1.5682885999558493, 1.7466707000276074, 1.7286210999591276, 1.2825678000226617, 1.273120400030166, 2.7470001000910997, 2.3197947000153363, 1.6968734000110999, 1.568474099971354, 0.14306230004876852, 1.0646717000054196, 3.7975631000008434, 1.527032999903895, 7.694966600043699, 3.26361669995822, 7.180866700015031, 2.127092899987474, 7.292784599936567, 1.968127700034529, 1.61602389998734, 0.8932841999921948]","[1.337602199986577, 2.6158677000785246, 4.215118500054814, 5.87724529998377, 7.300843500066549, 11.105147400056012, 12.19530870008748, 13.849288400029764, 14.852892599999905, 17.64654550002888, 19.10773330007214, 20.030387800070457, 21.03678409999702, 21.615623300080188, 22.770479000057094, 24.04369780002162, 25.696702799992636, 27.84467520006001, 28.998577099991962, 30.372784200008027, 32.271022100001574, 33.97198130004108, 35.10418969998136, 37.93800129997544, 39.85261449997779, 42.4171627999749, 45.190922099980526, 47.422569400048815, 48.271929800044745, 50.40509460004978, 52.29877570003737, 53.61587720003445, 55.31230290001258, 57.24785560008604, 58.77320830000099, 60.42555619997438, 61.79516009998042, 64.53203590004705, 67.07728920003865, 69.073695100029, 70.72359740000684, 71.27573310001753, 72.44162960001267, 80.56594920007046, 76.20746399997734, 83.9079716000706, 82.18392250000034, 89.49839369999245, 87.34962680004537, 94.82194980001077, 97.86097530007828, 99.60002850007731]","['right', 'left', 'right', 'space', 'right', 'left', 'left', 'space', 'right', 'left', 'right', 'left', 'space', 'right', 'left', 'right', 'left', 'right', 'space', 'right', 'left', 'right', 'space', 'left', 'right', 'left', 'right', 'space', 'left', 'right', 'left', 'right', 'left', 'right', 'space', 'left', 'right', 'left', 'right', 'left', 'space', 'right', 'left', 'space', 'right', 'left', 'right', 'left', 'right', 'left', 'space', 'left']"
3,1,06,4,45,red,0.5,1.0,3.0,"[1.5105325999902561, 0.48219430004246533, 1.0175547999097034, 0.9391198999946937, 0.6811278000241145, 1.7472459999844432, 0.940725399996154, 4.592964900075458, 1.510119599988684, 1.796905199997127, 9.279607000062242, 0.7429338999791071, 8.82791079999879, 7.532177300076, 5.796844199998304, 1.6481845000525936, 1.63770459999796, 1.65362360002473, 9.976334600010887, 0.4984817000804469, 4.304831000044942, 1.670156600070186, 2.257289999979548, 7.929792999988422, 1.326423600083217, 2.2033478000666946, 6.34215249994304, 3.494836499914527, 6.575056600035168, 2.4613443000707775, 5.975415199995041, 1.0305393000598997, 1.6146551999263465, 6.570538100088015, 1.5358508999925107, 6.606668299995363, 6.177927199983969, 2.1355588999576867, 0.43487299990374595, 6.397427799995057, 4.733919899910688, 7.191801500041038, 0.6905510000651702, 0.6758104000473395, 2.0359838999575004, 2.4062667000107467, 4.251413899939507, 0.45296149991918355]","[1.1530636999523267, 3.642163599957712, 4.223079700022936, 5.220718699973077, 6.23044229997322, 6.942086499999277, 11.27365029999055, 8.917937399935909, 13.550455900025554, 16.019901899970137, 12.33004389994312, 24.431434100028127, 17.930806300020777, 21.64714389992878, 25.16794569999911, 31.110544799943455, 32.82501609995961, 34.923803100013174, 29.21719639992807, 39.22545299993362, 36.61661969998386, 40.96085579995997, 42.666732499958016, 40.06465079996269, 48.051467299927026, 49.38485689996742, 46.61298800003715, 52.941019400022924, 51.71733509993646, 58.610237299930304, 56.413354599964805, 62.965608899947256, 64.0089773000218, 61.228540699929, 67.84347259998322, 65.60500650003087, 69.476176999975, 75.73045699996874, 77.97253160004038, 73.83975399995688, 80.37436040001921, 78.42390769999474, 85.91828959994018, 86.66462499997579, 87.43841950001661, 89.81653109996114, 95.22306300001219, 99.9606053000316]","['right', 'left', 'right', 'space', 'left', 'right', 'space', 'left', 'right', 'right', 'left', 'space', 'left', 'right', 'left', 'right', 'space', 'right', 'left', 'space', 'left', 'right', 'right', 'left', 'right', 'space', 'left', 'right', 'left', 'right', 'left', 'right', 'space', 'left', 'right', 'left', 'left', 'right', 'right', 'left', 'right', 'left', 'space', 'left', 'right', 'right', 'right', 'right']"
