.thisRepN,.thisTrialN,.thisN,.thisIndex,topColor,topOri,redOpacity,CatchTrial_Flag,CatchTrial_keyDur,CatchTrial_keyRT,CatchTrial_keyName,CatchTrial_keys,CatchTrial_expTime-TrialStart,CatchTrial_expTime-TrialEnd,CatchTrial_eventKeys,CatchTrial_ButtonCheck,Flag,keyDur,keyRT,keyName,keys,expTime-TrialStart,expTime-TrialEnd,eventKeys,ButtonCheck,Session,Participant,
,,,,,,,cut off by trial end,[6.366879250010243],[0.9689401659998111],['left'],[<psychopy.hardware.keyboard.KeyPress object at 0x7feb756ea3d0>],0.0342661660106387,9.033513291011332,"[['left', 23.066407875012374]]",0,cut off by trial end,"[1.0359691249905154, 1.901210583979264, 1.3279647500021383]","[1.0895482080231886, 2.1132837910263333, 3.9804176250181627]","['right', 'left', 'space']","[<psychopy.hardware.keyboard.KeyPress object at 0x7feb756fdaf0>, <psychopy.hardware.keyboard.KeyPress object at 0x7feb756fd070>, <psychopy.hardware.keyboard.KeyPress object at 0x7feb756fd520>]",9.071124333015177,16.06645787501475,"[['right', 30.083081082993886], ['left', 30.08378275000723], ['space', 30.092120082990732]]",0,,,
