topColor,topOri,redOpacity,.thisRepN,.thisTrialN,.thisN,.thisIndex,Flag,keyDur,keyRT,keyName,keys,expTime-TrialStart,expTime-TrialEnd,eventKeys,Session,Participant,
red,135,0.5,0,0,0,2,cut off by trial end,"[1.2752472499851137, 1.2519766670302488, 1.1400717919459566, 0.8801789999706671, 0.19998487504199147]","[0.2586064159986563, 1.5259922909899615, 2.741913916019257, 4.247561333002523, 5.143381499976385]","['right', 'left', 'right', 'left', 'right']","[<psychopy.hardware.keyboard.KeyPress object at 0x7fc7a81b7dc0>, <psychopy.hardware.keyboard.KeyPress object at 0x7fc7a81b7f10>, <psychopy.hardware.keyboard.KeyPress object at 0x7fc7a81b7fa0>, <psychopy.hardware.keyboard.KeyPress object at 0x7fc7a81b7c40>, <psychopy.hardware.keyboard.KeyPress object at 0x7fc7a8230d60>]",0.020809457986615598,7.016882291994989,"[['right', 18.57747229101369], ['left', 18.57845370803261], ['right', 18.579168500029482], ['left', 18.579884666018188], ['right', 18.71416729100747]]",1,99,
