topColor,topOri,redOpacity,.thisRepN,.thisTrialN,.thisN,.thisIndex,CatchTrial_Flag,CatchTrial_keyDur,CatchTrial_keyRT,CatchTrial_keyName,CatchTrial_keys,CatchTrial_expTime-TrialStart,CatchTrial_expTime-TrialEnd,CatchTrial_eventKeys,CatchTrial_ButtonCheck,Flag,keyDur,keyRT,keyName,keys,expTime-TrialStart,expTime-TrialEnd,eventKeys,ButtonCheck,Session,Participant,
red,135,0.5,0,0,0,2,cut off by trial end,[6.932744416990317],[0.4547887500375509],['left'],[<psychopy.hardware.keyboard.KeyPress object at 0x7fbb23ee8730>],0.026489917014259845,9.01615366700571,"[['left', 20.24679137498606]]",1,cut off by trial end,"[0.9201911250129342, 0.7000185420038179, 0.972021333000157, 0.7800310830352828, 0.8560503330081701, 0.7041534169693477]","[0.6813608750235289, 1.5335326250060461, 2.1895842920057476, 3.117615499999374, 3.849645917012822, 4.665691875037737]","['right', 'left', 'right', 'left', 'right', 'left']","[<psychopy.hardware.keyboard.KeyPress object at 0x7fbb23eead00>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23eeac40>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fc5370>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fc5310>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fc52b0>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fc5400>]",10.659280250023585,17.649978125002235,"[['down', 23.842722541943658], ['right', 28.850734499981627], ['left', 28.851353416976053], ['right', 28.85197141696699], ['left', 28.85255883395439], ['right', 28.85313216695795], ['left', 28.85370558395516]]",0,1,99,
blue,135,0.5,0,1,1,3,cut off by trial end,[6.85665324999718],[0.4664070830331184],['left'],[<psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fd0dc0>],21.403682042029686,30.39987491699867,"[['down', 34.58869283396052], ['left', 41.59487187495688]]",1,cut off by trial end,"[0.5558248329907656, 0.5320746669895016, 0.6239250419894233, 0.5041567499865778, 0.9160574169945903, 1.5998612910043448]","[0.719252958020661, 1.2590667079784907, 1.7631462080171332, 2.339050416019745, 2.8151768330135383, 3.671383999986574]","['right', 'left', 'right', 'left', 'right', 'left']","[<psychopy.hardware.keyboard.KeyPress object at 0x7fbb23eeabe0>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fc5940>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fc5df0>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fc5f10>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fc5af0>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fc59d0>]",31.363313292036764,38.35023837501649,"[['down', 44.54805749998195], ['right', 49.5542538339505], ['left', 49.55487979197642], ['right', 49.55552037496818], ['left', 49.55609424994327], ['right', 49.556460374966264], ['left', 49.55704045895254]]",0,1,99,
red,45,0.5,0,2,2,0,cut off by trial end,[6.6771246250136755],[0.636164624011144],['right'],[<psychopy.hardware.keyboard.KeyPress object at 0x7fbb23ee3c10>],42.00094825000269,50.999806875013746,"[['down', 55.186122333980165], ['right', 62.192742499988526]]",1,,"[0.6239950830349699, 0.6882537080091424, 0.5920275839744136, 0.6760301250033081, 0.604041334008798, 0.8558590000029653, 0.5318822090048343]","[0.5742182079702616, 1.1741140829981305, 1.7423549990053289, 2.2783731240197085, 2.8664038740098476, 3.378410666016862, 4.16239949897863]","['left', 'right', 'left', 'right', 'left', 'right', 'left']","[<psychopy.hardware.keyboard.KeyPress object at 0x7fbb23eea520>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23eeae50>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fbd9a0>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fbd5e0>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23ee8370>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23ee8bb0>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fd0b80>]",51.56365350005217,58.5501615840476,"[['down', 64.74854924995452], ['left', 69.75481404195307], ['right', 69.75545249995776], ['left', 69.75608166697202], ['right', 69.75665991695132], ['left', 69.75723037496209], ['right', 69.7577979589696], ['left', 69.75838354195002]]",0,1,99,
blue,45,0.5,0,3,3,1,cut off by trial end,[6.893040042021312],[0.46740858297562227],['right'],[<psychopy.hardware.keyboard.KeyPress object at 0x7fbb23ee8d90>],62.248346709006,71.23350483400282,"[['down', 75.43319049995625], ['right', 82.44141791696893]]",1,cut off by trial end,"[0.14002008299576119, 0.14799095800844952, 0.12402620795182884, 0.13201854098588228, 0.10796175000723451, 0.10010800004238263, 0.0958702500211075, 0.09608599997591227, 0.09204424999188632, 0.059952625015284866, 0.1880482499836944, 0.05998387502040714, 0.08808675000909716, 0.08403550001094118, 0.08392408303916454, 0.08403999998699874, 0.09199437499046326, 0.10008012503385544, 0.09206283302046359, 0.07601129100658, 0.07199220900656655, 0.11589012498734519, 0.12403095897752792, 0.06817687500733882]","[0.2612962079583667, 0.3973161659669131, 0.5292625830043107, 0.6252880829852074, 0.7453194579575211, 0.8532812079647556, 0.9334303329815157, 1.0293005830026232, 1.0892980829812586, 1.2413508329773322, 1.165296082966961, 1.3734982489841059, 1.4374938739929348, 1.5215847909566946, 1.6056202909676358, 1.6855083329719491, 1.7655367080005817, 1.841505165968556, 1.9495375829865225, 2.0495838329661638, 2.1255951239727437, 2.271892499004025, 5.444584999000654, 6.824670457979664]","['left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'right', 'left', 'down', 'down']","[<psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fc54c0>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fc5b50>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fc5d30>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fc5280>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23ee3b50>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fbdbb0>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fbdd30>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fbd310>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fbdd00>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fbd0a0>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fd0a00>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fd08e0>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fd0100>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fd0190>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fd0250>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fd0730>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fd0220>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fd0df0>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fd07c0>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fd44c0>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fd4700>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb23fd4400>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb240c5130>, <psychopy.hardware.keyboard.KeyPress object at 0x7fbb240c5910>]",72.01507845905144,78.99989829200786,"[['down', 85.20022383396281], ['left', 90.20640224998351], ['right', 90.20679549995111], ['left', 90.20721179194516], ['right', 90.20760545897065], ['left', 90.2079652089742], ['right', 90.2083202089998], ['left', 90.20867149997503], ['right', 90.20902120898245], ['left', 90.20937791699544], ['right', 90.20974454196403], ['left', 90.21009912498994], ['left', 90.21060383395525], ['right', 90.21096545894397], ['left', 90.21120824996615], ['right', 90.21156470896676], ['left', 90.21192491694819], ['right', 90.21234245895175], ['left', 90.2127387089422], ['right', 90.21318612497998], ['left', 90.2135394589859], ['right', 90.21377829194535], ['left', 90.21424370899331], ['down', 90.65789120894624], ['down', 92.04146724997554]]",0,1,99,
