.thisRepN,.thisTrialN,.thisN,.thisIndex,topColor,topOri,redOpacity,CatchTrial_keyDur,CatchTrial_keyRT,CatchTrial_keyName,CatchTrial_keys,CatchTrial_expTime-TrialStart,CatchTrial_expTime-TrialEnd,CatchTrial_eventKeys,CatchTrial_ButtonCheck,Session,Participant,
,,,,,,,[0.09988512500422075],[3.6780778740067035],['space'],[<psychopy.hardware.keyboard.KeyPress object at 0x7fd58cc844c0>],0.03966549999313429,9.039165124995634,"[['space', 24.064092041982803]]",1,,,
