.thisRepN,.thisTrialN,.thisN,.thisIndex,topColor,topOri,redOpacity,Flag,keyDur,keyRT,keyName,keys,expTime-TrialStart,expTime-TrialEnd,eventKeys,Session,Participant,
,,,,,,,cut off by trial end,"[1.5079951249645092, 1.119801249995362, 1.799993375025224, 0.6441282919840887]","[0.7366490830318071, 2.217082791030407, 3.304898125003092, 5.057093791023362]","['left', 'right', 'left', 'right']","[<psychopy.hardware.keyboard.KeyPress object at 0x7f8a680b4c40>, <psychopy.hardware.keyboard.KeyPress object at 0x7f8a680b46a0>, <psychopy.hardware.keyboard.KeyPress object at 0x7f8a680b4790>, <psychopy.hardware.keyboard.KeyPress object at 0x7f8a680b4fd0>]",0.016373375023249537,7.000049541995395,"[['left', 17.84149945800891], ['space', 18.853367707983125], ['down', 19.863914165995084], ['down', 27.102632541034836], ['right', 28.72201008303091], ['space', 34.45987875002902], ['down', 34.46049187501194], ['left', 35.737317666003946], ['down', 42.4286928329966], ['space', 44.371305708016735], ['down', 51.82562383299228], ['right', 53.95410441601416], ['left', 56.35356879100436], ['right', 58.55378424999071], ['left', 60.72113841603277], ['right', 64.73195562500041], ['down', 64.73248312500073], ['left', 75.77183616597904], ['right', 75.77243487501983], ['left', 75.77313770801993], ['right', 75.83849266602192]]",,,
