.thisRepN,.thisTrialN,.thisN,.thisIndex,topColor,topOri,redOpacity,CatchTrial_Flag,CatchTrial_keyDur,CatchTrial_keyRT,CatchTrial_keyName,CatchTrial_keys,CatchTrial_expTime-TrialStart,CatchTrial_expTime-TrialEnd,CatchTrial_eventKeys,CatchTrial_ButtonCheck,Session,Participant,
,,,,,,,cut off by trial end,[7.0043648749706335],[0.4562152909929864],['right'],[<psychopy.hardware.keyboard.KeyPress object at 0x7fcb815227f0>],0.023027584014926106,9.016859625000507,"[['right', 20.287514708004892]]",0,,,
