.thisRepN,.thisTrialN,.thisN,.thisIndex,topColor,topOri,redOpacity,CatchTrial_Flag,CatchTrial_keyDur,CatchTrial_keyRT,CatchTrial_keyName,CatchTrial_keys,CatchTrial_expTime-TrialStart,CatchTrial_expTime-TrialEnd,CatchTrial_eventKeys,CatchTrial_ButtonCheck,Session,Participant,
,,,,,,,cut off by trial end,[6.94101683300687],[0.5722001669928432],['left'],[<psychopy.hardware.keyboard.KeyPress object at 0x7fcbf37ec3d0>],0.022964167001191527,9.016928541997913,"[['left', 21.706116583023686]]",1,,,
