.thisRepN,.thisTrialN,.thisN,.thisIndex,topColor,topOri,redOpacity,CatchTrial_Flag,CatchTrial_keyDur,CatchTrial_keyRT,CatchTrial_keyName,CatchTrial_keys,CatchTrial_expTime-TrialStart,CatchTrial_expTime-TrialEnd,CatchTrial_eventKeys,CatchTrial_ButtonCheck,Session,Participant,
,,,,,,,cut off by trial end,[6.95241674996214],[0.5166300000273623],['right'],[<psychopy.hardware.keyboard.KeyPress object at 0x7f9805029430>],0.022521458042319864,9.016493541013915,"[['right', 26.94478825002443]]",0,,,
