.thisRepN,.thisTrialN,.thisN,.thisIndex,topColor,topOri,redOpacity,Flag,keyDur,keyRT,keyName,keys,expTime-TrialStart,expTime-TrialEnd,eventKeys,Session,Participant,
,,,,,,,cut off by trial end,"[1.4559782919823192, 1.4001130409887992, 1.676106291997712, 0.47995199996512383]","[0.7357278749695979, 2.159763083967846, 3.5358231669524685, 5.163944291998632]","['right', 'left', 'right', 'left']","[<psychopy.hardware.keyboard.KeyPress object at 0x7fabb070fa00>, <psychopy.hardware.keyboard.KeyPress object at 0x7fabb070fc10>, <psychopy.hardware.keyboard.KeyPress object at 0x7fabb070cbb0>, <psychopy.hardware.keyboard.KeyPress object at 0x7fabb070c1c0>]",0.024269582994747907,7.01561295799911,"[['right', 21.999500292004086], ['left', 22.000617459008936], ['right', 22.00128541700542], ['left', 22.154009042016696]]",,,
