topColor,topOri,redOpacity,.thisRepN,.thisTrialN,.thisN,.thisIndex,Flag,keyDur,keyRT,keyName,keys,expTime-TrialStart,expTime-TrialEnd,eventKeys,ButtonCheck,Session,Participant,
blue,135,0.5,0,0,0,3,cut off by trial end,"[2.519731957989279, 1.2362541670445353]","[0.3112731670262292, 4.1748399999924]","['w', 'w']","[<psychopy.hardware.keyboard.KeyPress object at 0x7f87284c7c10>, <psychopy.hardware.keyboard.KeyPress object at 0x7f872850bf70>]",0.022709625016432256,7.0167618750128895,"[['w', 18.19097704102751], ['w', 18.200180208019447]]",1,1,99,
