topColor,topOri,redOpacity,.thisRepN,.thisTrialN,.thisN,.thisIndex,CatchTrial_Flag,CatchTrial_keyDur,CatchTrial_keyRT,CatchTrial_keyName,CatchTrial_keys,CatchTrial_expTime-TrialStart,CatchTrial_expTime-TrialEnd,CatchTrial_eventKeys,CatchTrial_ButtonCheck,Flag,keyDur,keyRT,keyName,keys,expTime-TrialStart,expTime-TrialEnd,eventKeys,ButtonCheck,Session,Participant,
red,45,0.5,0,0,0,0,cut off by trial end,[7.054925584001467],[0.4158141660154797],['right'],[<psychopy.hardware.keyboard.KeyPress object at 0x7f8d4dcb4790>],0.029183374979766086,9.01674016698962,"[['right', 23.77692187501816]]",0,cut off by trial end,"[0.8428212500002701, 1.1498310830211267, 1.0144150000123773, 1.1822660420148168, 0.6180576249898877]","[0.6663709160056897, 1.4757453329802956, 2.6116915829770733, 3.6009825829823967, 4.771671124995919]","['left', 'right', 'left', 'right', 'left']","[<psychopy.hardware.keyboard.KeyPress object at 0x7f8d4dc9fdf0>, <psychopy.hardware.keyboard.KeyPress object at 0x7f8d4dc9fcd0>, <psychopy.hardware.keyboard.KeyPress object at 0x7f8d4dca0b80>, <psychopy.hardware.keyboard.KeyPress object at 0x7f8d4dca05b0>, <psychopy.hardware.keyboard.KeyPress object at 0x7f8d4dca0a00>]",9.050223416998051,16.033355166990077,"[['left', 30.773738333024085], ['right', 30.774359083006857], ['left', 30.77495266700862], ['right', 30.775520875002258], ['left', 30.77606766700046]]",0,4,99,
red,135,0.5,0,1,1,2,cut off by trial end,[6.793377499998314],[0.6247892919927835],['right'],[<psychopy.hardware.keyboard.KeyPress object at 0x7f8d4dcaf670>],21.83793749997858,30.833498457999667,"[['down', 38.55330250001862], ['right', 45.56484495801851]]",0,cut off by trial end,"[2.9132727500109468, 1.878709875018103]","[0.5910994989972096, 3.4808981659880374]","['left', 'right']","[<psychopy.hardware.keyboard.KeyPress object at 0x7f8d4dca0820>, <psychopy.hardware.keyboard.KeyPress object at 0x7f8d4dca0520>]",30.871479333000025,37.86717049998697,"[['left', 52.59461054200074], ['right', 52.5951955000055]]",0,4,99,
blue,135,0.5,0,2,2,3,cut off by trial end,[6.940853916981723],[0.5433851660054643],['right'],[<psychopy.hardware.keyboard.KeyPress object at 0x7f8d4dca0610>],41.84174162498675,50.83396645798348,"[['down', 58.55868400001782], ['right', 65.56455066701164]]",0,cut off by trial end,"[0.752979916986078, 0.8436835419852287, 1.012149791000411, 1.2263066250015981, 0.9464678750082385]","[0.9116701660095714, 1.6309185410209466, 2.420272457995452, 3.319616708002286, 4.533764166000765]","['left', 'right', 'left', 'right', 'left']","[<psychopy.hardware.keyboard.KeyPress object at 0x7f8d4dc9d3d0>, <psychopy.hardware.keyboard.KeyPress object at 0x7f8d4dc9d580>, <psychopy.hardware.keyboard.KeyPress object at 0x7f8d4dcb4fa0>, <psychopy.hardware.keyboard.KeyPress object at 0x7f8d4dcb4640>, <psychopy.hardware.keyboard.KeyPress object at 0x7f8d4dcb4e20>]",50.867526291985996,57.85154208299355,"[['left', 72.5902278330177], ['right', 72.59081433300162], ['left', 72.59143708299962], ['right', 72.59202120802365], ['left', 72.59260220802389]]",0,4,99,
blue,45,0.5,0,3,3,1,cut off by trial end,"[2.555094250012189, 0.1475633330119308, 4.173656583006959]","[0.5727912489965092, 3.102654165995773, 3.1721348330029286]","['right', 'left', 'right']","[<psychopy.hardware.keyboard.KeyPress object at 0x7f8d4dcb42e0>, <psychopy.hardware.keyboard.KeyPress object at 0x7f8d4dcb4430>, <psychopy.hardware.keyboard.KeyPress object at 0x7f8d4dcb57c0>]",61.47809879199485,70.46742416699999,"[['down', 78.19521533302031], ['right', 85.20111687501776], ['left', 85.20170825000969], ['right', 85.20211750001181]]",0,,"[0.01224941699183546, 0.9776379590039141, 1.090550750028342, 1.1811368750059046]","[0.6612451660039369, 0.6847047490009572, 1.5955294579907786, 2.618687748996308]","['left', 'right', 'left', 'right']","[<psychopy.hardware.keyboard.KeyPress object at 0x7f8d4dcb4160>, <psychopy.hardware.keyboard.KeyPress object at 0x7f8d4dcb5be0>, <psychopy.hardware.keyboard.KeyPress object at 0x7f8d4dcb53d0>, <psychopy.hardware.keyboard.KeyPress object at 0x7f8d4dcb5b80>]",70.50087579200044,77.50079766698764,"[['left', 92.22392641700571], ['right', 92.22442337500979], ['left', 92.22491808302584], ['right', 92.22550866700476], ['left', 92.22607566701481]]",0,4,99,
