topColor,topOri,redOpacity,.thisRepN,.thisTrialN,.thisN,.thisIndex,Flag,keyDur,keyRT,keyName,keys,expTime-TrialStart,expTime-TrialEnd,eventKeys,Session,Participant,
blue,45,0.5,0,0,0,1,cut off by trial end,"[1.6271754169720225, 2.672275000018999, 0.8442487500142306]","[0.36841079097939655, 1.97560662496835, 4.623889332986437]","['right', 'left', 'right']","[<psychopy.hardware.keyboard.KeyPress object at 0x7f9ef87baa30>, <psychopy.hardware.keyboard.KeyPress object at 0x7f9ef87bab50>, <psychopy.hardware.keyboard.KeyPress object at 0x7f9ef87bebb0>]",0.025462749996222556,7.016312624968123,"[['right', 20.15027712500887], ['left', 20.15134920802666], ['right', 20.15200687502511]]",1,99,
